,Gender,Pevious semester mark percentage,Number of Arrear papers, Using mobile phone for non-academic purposes,Interfere with your sleeping?,Before going to sleep/just after waking up ,Survive without mobilephone,Usage is more in ,Screening time,Distracted during class or while studying,Check phone during class,Use phone late at night (exam the next day),Unable to focus in class due to lack of sleep caused by phone usage,Headaches or eye strain as a result of excessive phone use,Anxiety,Depression,Sleep disturbances,Social isolation,Attention and concentration difficulties,Irritability and aggression,Impaired cognitive functioning ,Low self-esteem,Addiction,cluster
155,Male,50% - 70%,1,1 hour,Yes,Yes,Yes,Social media,Less than 1 hour,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,0,0
156,Female,70% - 90%,0,More than 4 hours,Yes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,0,0
157,Female,70% - 90%,0,3 hours,Sometimes,Yes,No,Social media,3-5 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0
158,Female,70% - 90%,0,3 hours,Yes,Yes,Yes,Social media,More than 5 hours,Only when it is necessary,No,Yes,Yes,Yes,0,0,1,1,1,0,1,0,0,1
159,Male,70% - 90%,0,3 hours,Sometimes,Yes,No,Social media,3-5 hours,Only when it is necessary,Yes,No,No,Yes,0,0,1,0,1,0,0,0,0,0
160,Male,70% - 90%,0,More than 4 hours,Sometimes,Yes,No,Social media,More than 5 hours,Only when it is necessary,No,No,Yes,Yes,0,1,0,0,0,0,0,0,0,1
161,Male,Above 90%,0,2 hours,No,Yes,Yes,Browsing,3-5 hours,Only when it is necessary,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0
162,Female,Above 90%,0,More than 4 hours,Sometimes,Yes,Yes,Academic works,1-3 hours,Often,No,No,No,No,0,0,0,0,0,0,0,0,0,0
163,Male,70% - 90%,0,3 hours,No,Yes,Yes,Social media,1-3 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0
164,Female,70% - 90%,0,3 hours,Sometimes,Yes,No,Social media,3-5 hours,Only when it is necessary,No,No,No,No,0,0,1,0,0,0,1,0,0,0
165,Male,70% - 90%,0,More than 4 hours,Sometimes,Yes,No,Social media,More than 5 hours,Always,No,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,1
166,Female,70% - 90%,0,More than 4 hours,Yes,Yes,No,Social media,More than 5 hours,Only when it is necessary,No,Yes,Yes,Yes,0,0,1,0,0,0,1,0,0,1
167,Male,Above 90%,0,2 hours,No,Yes,Yes,Browsing,1-3 hours,Often,No,No,No,Yes,0,1,0,0,1,0,0,0,1,0
168,Male,Above 90%,0,More than 4 hours,Yes,Yes,Yes,Social media,More than 5 hours,Often,No,Yes,Yes,Yes,0,0,1,0,1,0,0,0,0,1
169,Female,70% - 90%,0,3 hours,Yes,Yes,No,Social media,1-3 hours,Often,No,Yes,Yes,Yes,1,1,1,1,1,0,1,1,1,1
170,Female,Above 90%,0,More than 4 hours,Yes,Yes,No,Social media,3-5 hours,Only when it is necessary,No,Yes,Yes,Yes,0,0,1,0,0,0,0,0,0,1
171,Male,70% - 90%,0,2 hours,Yes,Yes,Yes,Social media,Less than 1 hour,Only when it is necessary,No,Yes,Yes,Yes,0,0,1,0,0,0,0,0,1,1
172,Male,70% - 90%,0,3 hours,Yes,Yes,Yes,Academic works,1-3 hours,Often,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0
173,Male,70% - 90%,0,More than 4 hours,Yes,Yes,No,Social media,1-3 hours,Often,Yes,Yes,Yes,No,0,1,1,0,0,0,0,0,0,1
174,Female,70% - 90%,0,3 hours,No,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,Yes,No,No,0,0,0,0,1,0,0,0,0,0
175,Female,Above 90%,0,More than 4 hours,Sometimes,Yes,No,Social media,More than 5 hours,Often,Yes,Yes,Yes,Yes,0,0,1,0,0,0,0,0,1,1
176,Female,70% - 90%,0,More than 4 hours,Yes,Yes,Yes,Social media,More than 5 hours,Always,No,Yes,Yes,Yes,0,0,1,1,1,1,1,0,1,1
177,Male,70% - 90%,0,More than 4 hours,Yes,Yes,No,Social media,More than 5 hours,Only when it is necessary,No,Yes,Yes,Yes,0,0,1,0,0,1,0,0,1,1
178,Male,50% - 70%,0,More than 4 hours,Yes,Yes,Yes,Social media,3-5 hours,Always,Yes,Yes,Yes,Yes,0,0,0,0,0,0,0,0,0,1
179,Male,70% - 90%,0,2 hours,No,No,Yes,Social media,1-3 hours,Often,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0
180,Female,Above 90%,0,More than 4 hours,Yes,Yes,No,Social media,More than 5 hours,Often,No,Yes,Yes,Yes,0,0,1,0,1,0,0,0,0,1
181,Male,50% - 70%,1,More than 4 hours,Yes,Yes,No,Social media,3-5 hours,Very often,Yes,Yes,Yes,Yes,1,0,1,0,0,0,0,0,1,1
182,Female,70% - 90%,0,2 hours,Sometimes,Yes,No,Social media,3-5 hours,Often,No,Yes,Yes,Yes,1,0,1,0,0,0,0,1,0,1
183,Male,70% - 90%,0,1 hour,No,Yes,Yes,Academic works,More than 5 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0
184,Female,70% - 90%,0,2 hours,Sometimes,Yes,Yes,Social media,1-3 hours,Often,No,No,No,Yes,0,0,1,0,0,0,0,0,0,0
185,Female,70% - 90%,0,3 hours,No,Yes,Yes,Social media,1-3 hours,Very often,No,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0
186,Male,Above 90%,0,More than 4 hours,Sometimes,Yes,No,Browsing,More than 5 hours,Only when it is necessary,Yes,No,No,Yes,0,0,0,0,0,0,0,0,0,0
187,Male,Above 90%,0,3 hours,No,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,1,0,0,0,0,0
188,Female,Above 90%,0,3 hours,No,No,Yes,Browsing,1-3 hours,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,0,0
189,Male,70% - 90%,1,3 hours,Sometimes,Yes,No,Social media,1-3 hours,Only when it is necessary,Yes,No,Yes,Yes,0,0,1,0,0,0,0,1,0,1
190,Female,70% - 90%,0,3 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,1,0
191,Male,70% - 90%,0,3 hours,Yes,Yes,Yes,Social media,3-5 hours,Often,Yes,No,Yes,No,0,0,1,0,1,0,0,0,0,1
192,Female,Above 90%,0,1 hour,Sometimes,Yes,Yes,Social media,1-3 hours,Only when it is necessary,Yes,No,No,No,1,1,1,1,1,1,1,1,1,0
193,Female,70% - 90%,0,3 hours,Sometimes,Yes,Yes,Social media,More than 5 hours,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,0,0
194,Male,70% - 90%,1,More than 4 hours,Yes,Yes,Yes,Social media,3-5 hours,Always,Yes,Yes,Yes,Yes,0,0,1,0,0,0,1,0,1,1
195,Male,50% - 70%,0,3 hours,Sometimes,Yes,Yes,Social media,1-3 hours,Often,No,No,Yes,No,0,0,0,0,0,0,0,0,0,0
196,Female,50% - 70%,0,More than 4 hours,Yes,Yes,Yes,Social media,1-3 hours,Often,No,Yes,Yes,Yes,0,0,1,0,0,0,0,0,0,1
197,Male,70% - 90%,0,3 hours,Sometimes,Yes,Yes,Browsing,1-3 hours,Often,No,No,Yes,Yes,0,0,1,0,1,0,1,0,0,0
198,Male,50% - 70%,0,More than 4 hours,Sometimes,Yes,Yes,Social media,More than 5 hours,Only when it is necessary,No,No,No,Yes,0,1,0,0,0,0,0,1,1,0
199,Male,70% - 90%,0,3 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Often,No,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1,1
200,Male,50% - 70%,0,3 hours,Yes,Yes,Yes,Social media,1-3 hours,Often,Yes,No,Yes,Yes,0,1,1,0,0,0,0,0,1,1
201,Male,50% - 70%,above 4,1 hour,Yes,Yes,No,Social media,3-5 hours,Very often,Yes,Yes,Yes,No,0,1,0,0,0,0,0,1,1,1
202,Female,50% - 70%,0,3 hours,No,Yes,Yes,Social media,3-5 hours,Often,No,No,No,Yes,1,0,0,0,1,1,0,0,0,0
203,Female,Below 50%,3,More than 4 hours,Yes,Yes,Yes,Gaming,More than 5 hours,Only when it is necessary,No,No,Yes,No,0,0,1,0,0,1,1,0,0,1
204,Female,70% - 90%,0,More than 4 hours,Yes,Yes,Yes,Social media,More than 5 hours,Only when it is necessary,No,No,No,Yes,1,1,1,0,0,0,0,1,0,0
205,Female,70% - 90%,0,2 hours,No,Yes,Yes,Social media,1-3 hours,Often,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0
206,Male,70% - 90%,0,More than 4 hours,Yes,Yes,No,Social media,More than 5 hours,Often,Yes,Yes,Yes,Yes,0,1,1,0,0,1,0,0,0,1
207,Female,70% - 90%,0,3 hours,No,Yes,Yes,Social media,1-3 hours,Often,Yes,Yes,Yes,Yes,0,0,0,1,1,0,0,0,0,1
208,Female,70% - 90%,0,1 hour,Sometimes,Yes,Yes,Academic works,1-3 hours,Only when it is necessary,No,No,No,Yes,0,0,1,0,0,0,0,0,1,0
209,Female,70% - 90%,0,More than 4 hours,Sometimes,Yes,Yes,Academic works,More than 5 hours,Only when it is necessary,Yes,No,No,No,0,0,1,0,0,1,0,0,0,0
210,Female,50% - 70%,0,3 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,Yes,Yes,0,0,1,0,0,0,0,0,0,0
211,Female,70% - 90%,0,More than 4 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Often,No,No,No,Yes,0,0,0,0,0,0,0,0,1,0
212,Male,70% - 90%,0,More than 4 hours,No,Yes,Yes,Basic purposes ( Calls ),1-3 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,1,0,0,0,1,0
213,Male,Above 90%,0,2 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,No,0,0,1,0,0,0,0,0,0,0
214,Male,70% - 90%,0,1 hour,No,No,Yes,Basic purposes ( Calls ),Less than 1 hour,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,1,0,0,0
215,Female,50% - 70%,0,3 hours,Yes,Yes,Yes,Social media,1-3 hours,Only when it is necessary,Yes,No,No,No,0,1,0,1,0,0,0,0,0,0
216,Female,70% - 90%,0,3 hours,No,No,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,1,0
217,Male,70% - 90%,0,3 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,1,0,0,0,0
218,Male,50% - 70%,0,3 hours,No,No,Yes,Academic works,3-5 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0
219,Male,50% - 70%,0,More than 4 hours,Yes,Yes,No,Gaming,Less than 1 hour,Often,Yes,Yes,Yes,Yes,0,1,1,0,0,0,0,1,1,1
220,Male,Above 90%,0,More than 4 hours,Yes,Yes,Yes,Social media,1-3 hours,Only when it is necessary,No,Yes,Yes,Yes,1,1,1,1,0,1,0,1,0,1
221,Male,50% - 70%,0,More than 4 hours,No,No,No,Browsing,Less than 1 hour,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,1,0
222,Male,70% - 90%,0,1 hour,No,No,No,Browsing,Less than 1 hour,Always,No,No,No,No,0,0,0,0,0,0,0,0,0,0
223,Male,50% - 70%,0,More than 4 hours,No,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,0,0
224,Male,50% - 70%,1,3 hours,No,Yes,Yes,Social media,3-5 hours,Often,Yes,Yes,Yes,Yes,0,0,0,0,0,0,0,0,1,1
225,Male,70% - 90%,0,3 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0
226,Male,70% - 90%,0,More than 4 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,Yes,No,No,Yes,0,0,1,0,0,0,0,1,0,0
227,Male,70% - 90%,0,2 hours,No,No,Yes,Basic purposes ( Calls ),1-3 hours,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,0,0
228,Male,Above 90%,0,2 hours,Yes,Yes,No,Social media,1-3 hours,Often,Yes,No,Yes,Yes,0,0,1,0,0,0,0,0,0,1
229,Male,70% - 90%,0,1 hour,Sometimes,Yes,Yes,Social media,1-3 hours,Only when it is necessary,No,Yes,Yes,No,0,0,0,0,0,0,0,0,0,0
230,Male,50% - 70%,0,More than 4 hours,Yes,Yes,No,Social media,1-3 hours,Only when it is necessary,No,Yes,Yes,No,0,0,1,0,0,0,0,0,1,1
231,Male,70% - 90%,0,More than 4 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,Yes,No,Yes,1,1,1,1,0,1,0,0,1,1
232,Male,Below 50%,1,More than 4 hours,No,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,Yes,No,Yes,0,0,0,0,0,0,0,0,0,0
233,Male,50% - 70%,0,3 hours,No,Yes,No,Gaming,1-3 hours,Often,No,No,Yes,Yes,1,1,0,1,0,0,0,0,0,1
234,Male,50% - 70%,0,More than 4 hours,No,Yes,Yes,Social media,1-3 hours,Only when it is necessary,No,No,Yes,No,0,0,0,0,1,0,0,0,1,0
235,Male,70% - 90%,0,3 hours,Sometimes,Yes,Yes,Browsing,1-3 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,1,0,1,0,1,0
236,Male,70% - 90%,0,3 hours,Sometimes,Yes,No,Browsing,1-3 hours,Only when it is necessary,No,No,Yes,No,0,0,0,1,0,0,0,0,0,0
237,Male,70% - 90%,0,2 hours,No,Yes,Yes,Gaming,1-3 hours,Often,No,No,No,Yes,0,0,0,0,1,0,0,0,1,0
238,Male,Below 50%,2,More than 4 hours,Yes,Yes,No,Social media,3-5 hours,Often,No,Yes,Yes,No,0,0,1,0,0,0,0,0,1,1
239,Male,Below 50%,above 4,More than 4 hours,Yes,Yes,No,Social media,3-5 hours,Only when it is necessary,No,Yes,Yes,Yes,1,0,1,0,0,1,0,0,0,1
240,Male,50% - 70%,0,More than 4 hours,Sometimes,Yes,No,Browsing,3-5 hours,Only when it is necessary,Yes,No,No,No,0,0,0,0,0,0,0,0,0,0
241,Male,70% - 90%,0,More than 4 hours,No,No,Yes,Academic works,More than 5 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0
242,Male,50% - 70%,0,More than 4 hours,Sometimes,Yes,Yes,Social media,Less than 1 hour,Only when it is necessary,No,Yes,Yes,Yes,0,0,1,0,0,0,0,0,1,1
243,Male,70% - 90%,0,More than 4 hours,No,Yes,Yes,Gaming,More than 5 hours,Only when it is necessary,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0
244,Male,70% - 90%,0,3 hours,No,Yes,Yes,Social media,1-3 hours,Often,No,No,No,No,0,0,0,0,1,0,1,0,0,0
245,Male,70% - 90%,0,More than 4 hours,Yes,Yes,No,Social media,More than 5 hours,Very often,Yes,Yes,Yes,Yes,0,0,1,0,1,0,1,0,1,1
246,Male,70% - 90%,0,More than 4 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Often,No,No,Yes,Yes,1,1,1,1,1,1,1,1,1,1
247,Male,Above 90%,0,3 hours,Yes,Yes,No,Social media,3-5 hours,Only when it is necessary,No,No,No,Yes,1,0,0,1,0,0,0,1,1,0
248,Male,70% - 90%,0,2 hours,Sometimes,Yes,Yes,Social media,1-3 hours,Only when it is necessary,No,No,No,Yes,0,1,0,1,1,1,1,1,1,0
249,Male,70% - 90%,0,2 hours,Yes,Yes,Yes,Social media,1-3 hours,Often,No,No,No,Yes,0,0,1,0,1,0,1,0,0,0
250,Male,70% - 90%,0,More than 4 hours,Yes,Yes,No,Social media,3-5 hours,Only when it is necessary,No,No,No,Yes,0,0,1,0,1,0,0,0,1,1
251,Male,70% - 90%,0,More than 4 hours,Sometimes,Yes,No,Social media,More than 5 hours,Very often,No,Yes,Yes,Yes,0,0,0,0,1,0,0,0,0,1
252,Male,70% - 90%,0,More than 4 hours,Sometimes,Yes,Yes,Gaming,More than 5 hours,Only when it is necessary,No,Yes,No,No,0,1,0,0,0,0,1,1,0,0
253,Male,70% - 90%,0,3 hours,Sometimes,Yes,Yes,Social media,1-3 hours,Only when it is necessary,No,Yes,No,No,0,0,1,0,1,0,0,0,0,0
254,Male,70% - 90%,0,1 hour,Sometimes,Yes,Yes,Gaming,More than 5 hours,Always,No,Yes,Yes,Yes,0,1,0,0,0,0,0,0,0,1
255,Male,50% - 70%,0,More than 4 hours,No,Yes,No,Basic purposes ( Calls ),More than 5 hours,Only when it is necessary,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0
256,Male,70% - 90%,0,More than 4 hours,Sometimes,Yes,No,Social media,More than 5 hours,Only when it is necessary,No,Yes,Yes,No,0,0,1,1,1,1,1,0,1,1
257,Male,50% - 70%,1,3 hours,Yes,Yes,No,Academic works,1-3 hours,Only when it is necessary,No,Yes,Yes,Yes,0,0,1,0,0,0,0,0,0,1
258,Male,70% - 90%,0,More than 4 hours,No,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,Yes,0,1,0,0,0,0,0,0,0,0
259,Male,70% - 90%,0,2 hours,Yes,Yes,Yes,Social media,More than 5 hours,Often,No,Yes,Yes,Yes,0,0,1,0,0,0,1,0,1,1
260,Male,70% - 90%,0,2 hours,No,Yes,Yes,Browsing,1-3 hours,Only when it is necessary,No,No,No,No,0,0,0,0,1,0,0,0,0,0
261,Male,70% - 90%,0,2 hours,No,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,0,0
262,Male,70% - 90%,0,3 hours,Yes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,Yes,No,0,0,1,0,0,0,0,0,0,0
263,Male,70% - 90%,0,2 hours,No,Yes,No,Basic purposes ( Calls ),1-3 hours,Only when it is necessary,No,No,No,No,1,1,0,0,1,0,0,1,0,0
264,Male,70% - 90%,0,3 hours,No,Yes,Yes,Basic purposes ( Calls ),1-3 hours,Only when it is necessary,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,0
265,Male,50% - 70%,0,More than 4 hours,Sometimes,Yes,No,Social media,1-3 hours,Only when it is necessary,Yes,No,Yes,Yes,0,0,0,0,0,0,0,0,1,1
266,Male,50% - 70%,2,More than 4 hours,Sometimes,Yes,No,Social media,More than 5 hours,Only when it is necessary,No,No,No,Yes,1,1,1,1,1,1,1,1,1,1
267,Male,50% - 70%,1,More than 4 hours,Yes,Yes,Yes,Social media,Less than 1 hour,Often,Yes,Yes,No,No,0,0,0,0,0,0,0,0,0,1
268,Female,50% - 70%,0,More than 4 hours,Sometimes,Yes,No,Social media,More than 5 hours,Very often,Yes,Yes,No,No,1,1,0,0,0,0,1,1,0,1
269,Female,Above 90%,0,More than 4 hours,Sometimes,Yes,No,Social media,3-5 hours,Only when it is necessary,No,Yes,Yes,Yes,0,0,1,0,0,0,0,0,0,1
270,Male,Above 90%,0,2 hours,No,Yes,No,Social media,1-3 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0
271,Female,Above 90%,0,1 hour,Sometimes,Yes,Yes,Social media,1-3 hours,Often,No,Yes,No,Yes,0,0,1,0,0,0,0,0,0,0
272,Female,70% - 90%,0,3 hours,Sometimes,No,Yes,Social media,1-3 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0
273,Female,50% - 70%,0,More than 4 hours,Sometimes,Yes,Yes,Social media,More than 5 hours,Very often,No,No,No,Yes,0,0,1,0,1,0,0,0,1,0
274,Female,50% - 70%,0,More than 4 hours,Sometimes,Yes,No,Social media,More than 5 hours,Often,Yes,Yes,No,Yes,0,1,0,0,0,0,0,0,0,1
275,Male,70% - 90%,0,More than 4 hours,Sometimes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0
276,Female,Above 90%,0,More than 4 hours,Yes,Yes,No,Browsing,3-5 hours,Only when it is necessary,No,No,Yes,Yes,0,0,1,1,1,0,0,0,1,1
277,Female,Above 90%,0,More than 4 hours,No,No,No,Social media,3-5 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,1,0
278,Female,50% - 70%,0,3 hours,Yes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,Yes,No,Yes,1,1,1,0,0,1,0,0,1,1
279,Female,70% - 90%,0,More than 4 hours,Yes,Yes,No,Social media,3-5 hours,Often,No,No,No,Yes,0,0,1,0,1,0,0,0,1,1
280,Male,Below 50%,above 4,More than 4 hours,Sometimes,Yes,Yes,Social media,More than 5 hours,Very often,Yes,Yes,No,No,0,0,0,0,1,0,0,0,0,1
281,Male,70% - 90%,0,3 hours,Yes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,1,0,0
282,Male,70% - 90%,0,2 hours,No,No,Yes,Academic works,1-3 hours,Often,No,No,No,Yes,1,0,0,0,0,0,0,1,0,0
283,Male,70% - 90%,0,3 hours,Yes,Yes,Yes,Basic purposes ( Calls ),1-3 hours,Only when it is necessary,No,Yes,Yes,No,0,0,1,0,0,0,0,0,1,1
284,Male,70% - 90%,0,2 hours,Sometimes,No,Yes,Academic works,3-5 hours,Only when it is necessary,No,Yes,No,No,0,0,1,0,0,0,1,0,0,0
285,Male,50% - 70%,0,2 hours,Sometimes,Yes,No,Social media,1-3 hours,Always,Yes,No,No,Yes,0,0,1,1,0,0,0,0,0,0
286,Male,50% - 70%,1,3 hours,Yes,Yes,Yes,Social media,1-3 hours,Only when it is necessary,No,No,No,No,0,0,1,0,0,0,0,0,0,0
287,Female,50% - 70%,0,1 hour,No,No,Yes,Browsing,Less than 1 hour,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,0,0
288,Male,Above 90%,0,More than 4 hours,Yes,Yes,Yes,Social media,More than 5 hours,Only when it is necessary,No,No,Yes,No,0,0,1,1,0,0,0,0,0,1
289,Male,70% - 90%,0,More than 4 hours,Yes,Yes,Yes,Social media,More than 5 hours,Very often,Yes,Yes,Yes,Yes,0,1,0,0,1,0,0,0,1,1
290,Male,Above 90%,0,3 hours,Sometimes,Yes,Yes,Social media,Less than 1 hour,Only when it is necessary,No,Yes,No,Yes,1,0,0,0,0,0,0,0,1,0
291,Female,70% - 90%,0,More than 4 hours,No,No,Yes,Gaming,3-5 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,1,0
292,Male,50% - 70%,0,2 hours,No,Yes,No,Social media,1-3 hours,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,0,0
293,Male,70% - 90%,0,2 hours,Sometimes,Yes,Yes,Academic works,More than 5 hours,Only when it is necessary,No,Yes,Yes,No,0,0,0,0,0,0,0,0,0,0
294,Male,70% - 90%,0,More than 4 hours,Sometimes,Yes,Yes,Social media,1-3 hours,Often,Yes,Yes,Yes,Yes,0,0,1,0,0,0,0,0,0,1
295,Male,70% - 90%,0,More than 4 hours,Sometimes,No,No,Social media,3-5 hours,Only when it is necessary,No,No,No,No,0,0,1,0,1,0,1,0,1,0
296,Male,70% - 90%,0,1 hour,Sometimes,Yes,No,Social media,More than 5 hours,Often,Yes,Yes,Yes,No,0,0,0,0,1,0,0,1,1,1
297,Male,70% - 90%,2,More than 4 hours,Sometimes,Yes,Yes,Browsing,3-5 hours,Only when it is necessary,No,No,No,No,0,0,0,0,0,0,0,0,0,0
298,Male,70% - 90%,0,More than 4 hours,Yes,Yes,Yes,Browsing,3-5 hours,Often,No,Yes,Yes,Yes,1,0,1,0,0,0,0,1,0,1
299,Male,Above 90%,0,More than 4 hours,No,Yes,Yes,Basic purposes ( Calls ),3-5 hours,Only when it is necessary,No,Yes,No,No,0,0,0,0,0,0,0,0,1,0
300,Male,70% - 90%,0,More than 4 hours,Yes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,Yes,Yes,Yes,Yes,1,1,1,1,1,1,1,1,1,1
301,Male,70% - 90%,0,2 hours,Yes,Yes,No,Browsing,1-3 hours,Only when it is necessary,No,No,No,No,0,0,1,0,0,0,0,0,0,0
302,Male,70% - 90%,0,3 hours,Yes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,No,Yes,No,Yes,0,0,1,0,0,0,0,0,0,0
303,Male,70% - 90%,0,3 hours,Sometimes,Yes,No,Social media,More than 5 hours,Only when it is necessary,No,No,No,No,0,0,1,0,0,0,0,0,0,0
304,Male,Above 90%,0,3 hours,Sometimes,Yes,Yes,Social media,1-3 hours,Only when it is necessary,Yes,Yes,No,No,0,0,0,1,0,0,0,0,1,0
305,Male,70% - 90%,0,2 hours,Yes,Yes,No,Social media,1-3 hours,Often,No,Yes,Yes,Yes,0,0,1,0,1,0,0,1,1,1
306,Male,70% - 90%,0,More than 4 hours,No,Yes,No,Social media,3-5 hours,Only when it is necessary,No,Yes,No,No,0,0,0,0,1,0,0,0,0,0
307,Male,70% - 90%,0,2 hours,Sometimes,Yes,Yes,Browsing,1-3 hours,Often,Yes,Yes,Yes,Yes,1,1,1,1,0,0,0,0,0,1
308,Female,70% - 90%,0,3 hours,No,No,Yes,Basic purposes ( Calls ),1-3 hours,Only when it is necessary,No,No,No,Yes,0,0,0,0,0,0,0,0,0,0
309,Female,70% - 90%,0,3 hours,Sometimes,Yes,Yes,Social media,1-3 hours,Often,No,Yes,Yes,Yes,0,0,0,0,0,0,0,1,0,1
310,Female,Above 90%,0,More than 4 hours,No,No,Yes,Social media,1-3 hours,Only when it is necessary,No,Yes,No,No,0,0,0,0,0,0,0,0,0,0
311,Male,50% - 70%,above 4,3 hours,Yes,Yes,Yes,Social media,3-5 hours,Only when it is necessary,Yes,Yes,Yes,Yes,0,1,1,0,0,0,0,0,0,1
